instance_number;threshold;sigma;mu;horizontal multiplyer;horizontal shift;vertical multiplyer;vertical shift;mean absolute error;bad_fit_flag
5.0;1.45;6.472928368933904;9.098026627122627;4.4070509753011976e-16;6.029974791981413e-16;0.09868467072502587;-802.6345485797385;1.2071369901733289;0.0
5.0;1.4;3.3805116659641845;0.718809326292493;1.8790665918262503e-06;1.8116308860934637e-06;10.07464200471455;-136.0284600760546;1.1579915047239207;0.0
5.0;1.35;1.079980336613999;0.8317439321200326;0.05310329052088255;0.04052608816588936;71.86939621203038;7.207847937055218;1.3401353183036782;0.0
6.0;1.5;3.7525618730201082;-0.000921799085634949;6.027068370769269e-08;7.758256124409059e-08;2.275430221601661;-218.6133478725724;1.2002370528017743;0.0
6.0;1.45;1.9843246604295708;0.6708841397307143;0.0028054561450355305;0.004512689575370546;122.49734170329201;-40.65818074150178;1.343018961893042;0.0
6.0;1.4;2.0177941203749485;0.3571677773345338;0.0017101276430542853;0.0026480213061383525;74.32193636121274;-40.38353984824263;1.5503029518348574;0.0
6.0;1.35;1.2693681544369582;0.7874850942316292;0.0326632464521058;0.021213330770415328;65.81743413002627;4.779631102051588;1.2310165150646741;0.0
7.0;1.5;5.984338176961459;4.759319832953231;2.523694417105103e-15;3.704702619685655e-15;0.021200705920075155;-674.3454974982599;1.4576821303308836;0.0
7.0;1.45;1.4510006844725167;0.7710536946463563;0.02279929047509481;0.013103296195545809;116.8361110383012;-1.8296093478001894;1.2119579325620322;0.0
7.0;1.4;1.2387452970382298;-0.418587883284573;0.014601657297912005;-0.013784119821080906;17.81390693988039;9.834319845052182;1.3972476867295505;0.0
7.0;1.35;1.2620149251224055;0.8562857799170995;0.03979361936841864;-0.039793582306426774;33.72681673301459;5.618834667597014;1.3286224075125965;0.0
8.0;1.5;6.301036785761713;8.66071863412828;2.645184881857505e-15;3.5332065178484808e-15;0.17462602638677843;-750.8407318693376;1.2462413254775386;0.0
8.0;1.45;1.5706468074637037;-0.02271319783676792;0.00939251463742759;-0.0034233103533142678;36.505068309809225;7.139084040316453;1.4561160425170943;0.0
8.0;1.4;2.789230136071786;1.174850351605799;7.927890819804756e-05;0.00023748635373545672;60.43385876604397;-104.84571586118737;1.6220199466292688;0.0
8.0;1.35;1.2935916780867864;0.7858146942785833;0.04806373530660817;-0.09612740745549912;27.759760133225782;4.715221283708902;1.9979977837974368;0.0
9.0;1.5;0.3894921421498444;-0.1877464605962658;0.027609352261411216;-0.02760923217868193;11.625255960436737;35.17201715380091;1.37809161809573;0.0
9.0;1.45;3.689774684667949;1.3761432242270315;4.1693187042106047e-07;4.463108936122275e-07;10.375367142795394;-206.21024499679106;1.5975150306615995;0.0
9.0;1.4;1.2310943366297722;0.624159482890102;0.03525711955800019;0.01725023862045942;86.59160762942916;7.182580092460558;1.759451028552998;0.0
9.0;1.35;1.6158783025907204;0.5926846325403744;0.00921156580021134;0.012821543353069112;75.7451975134913;-13.279708113296639;1.547926472259058;0.0
10.0;1.5;1.4690527259459776;-2.130850025888704;0.001352686203798775;0.00033190852491460295;6.604299134817629;5.390680549342138;1.4584964441561896;0.0
10.0;1.45;0.9908962142138458;-0.6047172117508164;0.021754530526665157;-0.010416501549006262;20.7637077366776;16.11686297236352;1.7405352235700269;0.0
10.0;1.4;1.0979744748177542;-0.43535954865551035;0.0156748657040423;0.001096961110679911;18.526710128265332;6.966150421786346;1.9451040251709413;0.0
10.0;1.35;1.1783664051916718;0.5331543354596711;0.03855219803649123;-0.03855187122544959;23.71349105704917;3.2725875741264447;1.9587097792929753;0.0
11.0;1.5;2.414203542070702;0.8470407697006986;0.00046890009596459663;0.001077773261384897;118.22860855015645;-105.75131669083137;1.325699526295618;0.0
11.0;1.45;1.679042685883137;0.6797898431854738;0.009543690011691105;0.009647394632214668;109.36257939249384;-16.111556725393296;1.431900512843417;0.0
11.0;1.4;1.506950729121636;-0.4062624818522435;0.005563747557580508;0.0024565242659563766;20.487129253501774;-0.6116252214254304;1.3300299321958502;0.0
11.0;1.35;0.7981981359061998;-0.0871305250667951;0.0351588131223659;-0.03258904342180923;9.802318740063434;5.356855191791604;1.8287552944372651;0.0
12.0;1.5;4.016976262917208;-0.0031827122495634227;5.9146851925169115e-09;2.2739372572465707e-08;1.475620450203153;-412.13337600726976;1.6980207097743618;0.0
12.0;1.45;1.504907013529692;-0.535003772038379;0.0051746486030959825;0.005126077410422631;39.483972798136776;-5.4507784707125655;1.2309806746435485;0.0
12.0;1.4;1.0218594574129993;-1.0393073275787077;0.008355533586432517;0.015400909803117504;15.033826135853042;9.06557692764089;1.4306891495214356;0.0
12.0;1.35;0.9642891711696685;0.36477217001959794;0.051154491907006924;-0.0482684274493084;33.56720384886975;10.694793235351566;1.5903164929037246;0.0
13.0;1.5;4.94502699584626;4.860747890481311;2.483358004475255e-10;3.225625625171361e-10;3.881666736291342;-445.9987406720653;1.369216967723042;0.0
13.0;1.45;1.3943769576648626;0.5681290199971595;0.018313936026460816;0.0318966163157431;111.1575132009431;-7.795697643149103;1.6951458165245037;0.0
13.0;1.4;1.0560948066253508;0.8187216322108909;0.06591135040759982;-0.028453381283117436;54.4787349754649;10.679992550828278;2.0608944088284127;0.0
13.0;1.35;1.0431151932604645;0.1988282716170981;0.03685490710985196;-0.07370934019556315;18.34232406596839;3.987485189520092;2.1460697349302422;0.0
14.0;1.5;7.631176128268738;12.712403009866623;1.6442226790664942e-21;7.078081884540495e-22;0.0011103473395650484;-720.9692679764095;1.3689463698448705;0.0
14.0;1.45;1.0271193056350185;0.5667036737291076;0.05539682420802695;0.03524366281198096;70.24914476048376;19.75631176011781;1.4545160004696271;0.0
14.0;1.4;1.0534424246706913;-0.6262872562195008;0.014604587019572984;0.006850525442595515;17.928658911854853;10.879639884383879;1.537930670565704;0.0
14.0;1.35;1.0381060665667794;0.883932665396818;0.0682634927920539;-0.004681965496518926;52.289203137477436;7.064632656329489;1.599203029328667;0.0
15.0;1.5;1.7673525977031241;-0.3534814914541671;0.0030398941193017417;-0.0030362143086400855;7.1369343219118955;41.00077447434054;0.2980077742300194;0.0
15.0;1.45;7.004255458691497;10.445669664342173;1.70824762821548e-18;7.707894898730669e-19;0.009054306528606988;-617.3230877214024;1.15886287128844;0.0
15.0;1.4;1.3927449039092354;-0.9960248572254496;0.00477324779623069;0.0038674133170606213;21.79840109722818;4.782123753045982;1.192591273226848;0.0
15.0;1.35;1.249782568069279;0.574325235794232;0.030350492575332892;0.025530014559537673;82.52177084510542;3.7584978756843515;1.4994858388706265;0.0
16.0;1.5;6.854670408605706;7.914166520334627;1.0262634050857442e-18;8.235763750599471e-19;0.002323710843202831;-732.1043182904523;1.5620330584759838;0.0
16.0;1.45;1.8807540378462437;-0.5374230139487086;0.0013635508127677644;0.0022652351269386185;40.904259595967595;-38.73294326260348;1.0356355850730592;0.0
16.0;1.4;0.8591451237552481;-0.7229280511319669;0.0180117791936097;0.01136570355718097;15.640915006732547;15.852292063752621;1.9250650568734644;0.0
16.0;1.35;5.804527199440494;6.5835781095611985;1.0557982150204706e-13;2.525969691639547e-13;0.22740711637951833;-424.56832016808255;1.4710733789875554;0.0
17.0;1.5;5.726637101000868;4.274400301305321;3.466664278977984e-14;3.764763396894927e-14;0.04592151947729237;-539.2931940664803;1.8219868857593213;0.0
17.0;1.45;1.5317133505657914;0.628312973579416;0.014410132946375885;0.016313592040438727;99.05093979505092;-6.270088525557318;2.090011053373637;0.0
17.0;1.4;1.1221316762720637;-0.5106135156071894;0.013907666941881272;0.0005802632870856047;16.917232742447617;5.752307535393366;2.07585456395518;0.0
17.0;1.35;6.278481510773973e-05;0.7901422334922554;1.6477381108533385e-05;2.203430188457834;0.002342600888210462;6.212631939477635;2.0744469145005304;0.0
18.0;1.5;3.274312654422682;1.7813584016328012;9.87342422798381e-06;1.5571436585100565e-05;49.148507105022254;-164.73467312606004;1.4005917522307973;0.0
18.0;1.45;1.1768919002859137;-0.44384424885764884;0.013005140720582616;0.01124983568483052;31.070790349679882;8.043787431548461;1.5869504638959169;0.0
18.0;1.4;1.1284748447110637;-0.6076536031675621;0.010750172838740451;0.015957586360927173;18.27525637421178;5.03656431759231;1.7615332214385901;0.0
18.0;1.35;1.15171364574059;0.6983302865112623;0.05493047406332852;-0.054930468563353624;28.141961563355384;6.422886880141408;1.4222031998857192;0.0
19.0;1.5;1.185783075895973;-1.2472998312698913;0.006289961572071321;0.002789464780462413;13.225463715550218;10.807196289963205;1.531808553977464;0.0
19.0;1.45;1.31903199225904;-0.9837204584215172;0.00480880605442977;0.005021349520255021;15.86537582245992;-0.8056966480570533;1.8190624887951554;0.0
19.0;1.4;1.295459200731935;0.3813329001629698;0.025393956904536632;-0.013235129264509754;33.34803611067032;3.121682485517232;1.5371831940213931;0.0
19.0;1.35;0.0001356039949006541;0.6203142275671845;8.506392756269501e-05;1.8587920205208888;0.004387579575755863;5.08713487409582;0.9753063869041098;0.0
20.0;1.5;6.773901927286193;7.610731998489701;1.8102668997243345e-18;2.5014218402436424e-18;0.0030157108759316003;-756.3635055702064;1.4925821386134666;0.0
20.0;1.45;2.7735006403314872;1.2291998702229676;0.00012880555502579115;0.00017002432672406735;84.12729833859869;-117.88103514527255;1.4257085784683046;0.0
20.0;1.4;1.1842253708627752;-0.6987263704329638;0.010738036760385582;-0.0021624347239002344;16.62032430071427;10.678057327417768;1.4540432559947098;0.0
20.0;1.35;1.0390768444145557;0.7723195994524668;0.056944503890365206;0.012613865625765552;54.47823248459059;4.021697870707556;1.7977129397589318;0.0
21.0;1.5;1.6980579227052526;-2.130748012053534;0.0005749401577603298;0.0004682167208009359;6.7548102587815295;-13.536914644249512;1.9462419549090146;0.0
21.0;1.45;1.115712167931223;0.24914877261227125;0.02575276573659655;0.04611230662261921;49.05311986422345;4.7387256982658;1.6375508257255456;0.0
21.0;1.4;5.646933844960852;5.79317547567086;3.513316637585041e-13;4.034086963941923e-13;0.1283635990946749;-213.89638348607693;1.4916440983752124;0.0
21.0;1.35;0.0003466046121170235;1.2671238067698765;0.0003828534974798565;3.5453283419856576;0.010833209167149744;6.117877647814113;1.8411432313493126;0.0
22.0;1.5;2.052340790775603;0.6650765773325007;0.0028963122134377218;0.0011974339816539967;91.20369204283494;-26.50753369487232;1.8433412960422908;0.0
22.0;1.45;1.247073703280253;0.7417008186070165;0.05410242776721299;-0.04942824206991577;82.63413296199461;11.969556853608928;1.4337897516393263;0.0
22.0;1.4;1.4177337120382363;0.4453419595178945;0.026582079378998973;-0.026582069226983945;29.72977224535322;8.769698693487205;1.8855061444230454;0.0
22.0;1.35;1.1980968872013842;1.0341006726078614;0.08059657423507674;-0.11124476459603826;38.542177063038416;2.6700972220817705;2.026040140857455;0.0
23.0;1.5;1.1049916778986095;-2.8872955735266452;0.0016564649106701212;-0.0008119257082481279;1.8774527768254536;11.610218400466877;1.6860498755730184;0.0
23.0;1.45;1.169909657347384;0.22790094842985323;0.027230617653649192;-0.015593340447791216;29.12269107159025;6.048118217939347;1.5315468351749053;0.0
23.0;1.4;0.7322603435643915;-0.28139166259536896;0.01870408292094726;0.07128143196483071;11.238378814943234;1.4606492786813146;1.6817871029374012;0.0
23.0;1.35;;;;;;;;1.0
24.0;1.5;6.625753655014571;6.8720198250830045;6.338533801643071e-18;1.0657113342871112e-17;0.004290859924670493;-862.5500917011835;1.0981293793557387;0.0
24.0;1.45;1.2083961807342714;-0.5871324564925334;0.008911765078887563;0.020651312809644124;35.73715103546894;-1.7791627922524385;1.902195817586354;0.0
24.0;1.4;0.9439164998387387;-0.5969818693880271;0.020040268125973485;-0.007153731264826543;13.936445917176773;13.293725308208375;1.726755543286916;0.0
24.0;1.35;1.4077450579755573;0.5578154994782296;0.02191129502766499;-0.021911290452649213;30.869572273776907;3.9064101527854223;1.7888928642164417;0.0
25.0;1.5;6.373952314458284;6.579454011238825;1.566991687966253e-16;8.440015879214708e-17;0.01075622998651057;-566.6003698791773;1.413818110427021;0.0
25.0;1.45;1.0096797937773685;-0.47350628052480837;0.019972531924787762;0.004465038547235687;28.919497008041972;16.42116695007109;1.4833080413650028;0.0
25.0;1.4;1.1499208783905843;-1.0024517514268374;0.007921976787189186;0.00845754419064583;15.668517223208644;5.670855577629929;1.8163548775947567;0.0
25.0;1.35;0.7656363644923854;0.8377315225303354;0.0803224538184826;0.18349992363305145;42.69064678527461;7.176326613681103;2.148329507081108;0.0
26.0;1.5;0.9748488346872403;1.5515789086744909;0.15601329344937853;0.05912686325596511;224.29125471046956;15.832263538459593;1.3130067773240557;0.0
26.0;1.45;1.0263936380535121;0.49729710917188813;0.04969745142419106;-0.005216685038645944;53.93672673423901;12.213165615796578;1.9908131660365413;0.0
26.0;1.4;0.46809294328583784;0.690698010360149;0.08271189777275409;0.3713947013219249;17.792794880248657;12.087601071401991;1.8191135916021528;0.0
26.0;1.35;0.7620623101197042;1.5183239820128513;0.16293334581366148;-0.48879982437412073;16.536141379133188;4.343465884888374;1.5871307920739925;0.0
27.0;1.5;7.179391638198995;9.272260935911373;3.962851903463936e-20;3.248857687352593e-20;0.0009399429505015445;-710.4461005261015;1.2987330033201785;0.0
27.0;1.45;1.7737807566833004;-0.5955407523199288;0.0017635098144117795;0.0038541315194366536;41.462801120454124;-33.7926730339533;1.3423267338202922;0.0
27.0;1.4;1.1728635192738723;0.1467150162854688;0.03176200984473753;-0.03176174859659321;37.86654979175839;13.803956387181195;1.8696762952675163;0.0
27.0;1.35;0.677153718702385;0.5713289801562551;0.09323383078372724;-0.0932336882667838;27.325275602820813;13.003031689635442;1.6524222093044607;0.0
28.0;1.5;7.236997917103691;9.485201313323504;2.408634307772523e-20;7.53078902001681e-21;0.000807189357476966;-743.2788591880989;1.2476410793893251;0.0
28.0;1.45;1.0447319787232527;-0.2866731497025086;0.02091453447460166;0.01475749039995437;36.38291881940719;14.429843954293254;1.4420214890745024;0.0
28.0;1.4;1.3002624535564473;-0.6212509387499322;0.007131108049519418;0.008381411298745704;24.501702133779855;-0.4272978264327837;1.4694490197537287;0.0
28.0;1.35;1.2974458895103882;0.34410032774314825;0.02407177757027052;-0.024071763870902086;28.30831504652831;5.037669613339423;1.477833420568222;0.0
29.0;1.5;7.07543266772981;9.02138330266499;1.5433239885092319e-19;4.357297259567287e-20;0.0011597315735300852;-529.7287418232859;1.197237340964938;0.0
29.0;1.45;7.582939650531292;13.240646181976924;6.263223964681175e-21;1.4129125693456238e-21;0.0027068352758092863;-724.6545474068166;1.556726275437442;0.0
29.0;1.4;1.2439501460704319;0.92496084843215;0.05276094404705598;-0.012098393058007226;112.0355517759735;10.094452273465665;1.8155851986887614;0.0
29.0;1.35;5.012500238311244;4.790472052336869;1.3900124357399607e-10;7.426595165195617e-11;1.1175001604017496;-185.69951608064656;1.9649787445837468;0.0
30.0;1.5;6.320573828024442;8.57933227585404;1.8536472166825273e-15;3.3417454912532715e-15;0.13800366429978483;-723.2017028359066;1.5455738676695254;0.0
30.0;1.45;1.1234723658539085;0.6313729046686307;0.0575423678820274;-0.005695610171597232;85.91131739940572;15.543257088859868;1.7216243857274613;0.0
30.0;1.4;1.0988731289543634;0.7557895697321505;0.05615409955141806;-0.009933334962315339;67.19771802985976;10.14015145077776;1.778571365444763;0.0
30.0;1.35;1.0221429123604986;0.20630563319622627;0.038696660169166994;-0.03869659192854466;22.87816796033898;6.650099830610564;1.925691840561092;0.0
